NumFlights,merged_labels
26,1.0
7,1.0
18,0.0
3,
19,1.0
9,
4,
14,1.0
18,0.0
5,
33,1.0
17,1.0
16,
21,0.0
15,
14,0.0
20,
6,0.0
21,0.0
14,0.0
18,
15,
0,3.0
26,
6,
15,0.0
12,
10,
15,0.0
14,
17,0.0
21,
24,1.0
5,
23,0.0
5,
13,
31,0.0
7,0.0
10,0.0
3,
16,0.0
20,1.0
6,
15,
8,0.0
5,
18,0.0
20,1.0
16,
15,
14,1.0
22,0.0
10,
38,1.0
21,0.0
16,
14,
7,
17,1.0
22,0.0
33,
21,0.0
22,0.0
13,0.0
32,1.0
23,1.0
23,1.0
14,0.0
22,
12,1.0
18,0.0
24,
26,0.0
15,
36,1.0
11,0.0
19,
41,1.0
6,
20,0.0
14,0.0
24,
24,
14,
15,1.0
15,0.0
42,
29,1.0
19,0.0
12,0.0
29,0.0
14,
22,1.0
25,
39,0.0
16,
21,
20,
22,0.0
29,0.0
22,1.0
25,0.0
22,0.0
39,1.0
27,1.0
23,0.0
26,0.0
22,
17,1.0
12,
20,0.0
31,1.0
19,
26,0.0
16,
20,
27,1.0
19,0.0
24,
32,
16,
16,1.0
50,
6,
19,1.0
24,0.0
14,
3,0.0
21,
24,1.0
21,1.0
38,1.0
18,0.0
7,0.0
9,
27,
18,1.0
29,1.0
19,
17,
20,0.0
30,1.0
39,1.0
33,1.0
15,
38,1.0
14,
2,
21,
21,
21,1.0
6,
19,1.0
31,1.0
7,0.0
40,1.0
26,0.0
31,0.0
22,0.0
0,3.0
32,0.0
32,0.0
21,
9,
45,1.0
9,1.0
17,
18,
34,1.0
14,
21,0.0
28,
25,1.0
21,0.0
19,1.0
16,0.0
13,
19,1.0
40,
12,
19,0.0
23,0.0
0,3.0
24,0.0
11,0.0
23,1.0
32,
45,1.0
32,1.0
22,
19,0.0
30,
7,
27,
29,
8,
13,0.0
8,0.0
23,
18,
26,
29,1.0
9,
23,0.0
10,0.0
18,0.0
23,
24,1.0
51,1.0
24,0.0
17,
31,1.0
16,1.0
19,
25,0.0
28,0.0
19,0.0
23,
21,
15,0.0
36,1.0
18,0.0
17,1.0
35,1.0
17,
18,
27,0.0
24,
11,0.0
27,1.0
21,
30,0.0
12,0.0
20,0.0
20,0.0
18,0.0
0,3.0
7,
12,
21,0.0
40,1.0
14,
15,
31,0.0
8,
24,1.0
26,0.0
24,
42,
7,
2,
22,1.0
36,1.0
21,0.0
11,
26,0.0
35,
17,0.0
33,
25,
27,
34,
43,1.0
27,
43,1.0
13,
16,1.0
39,1.0
163,2.0
26,1.0
39,1.0
34,4.0
4,
25,1.0
32,1.0
0,3.0
29,1.0
27,1.0
7,
163,2.0
41,1.0
39,1.0
38,1.0
50,1.0
220,2.0
42,
2,
26,
27,1.0
22,1.0
1,
44,1.0
140,4.0
27,
41,1.0
31,
33,1.0
33,
17,
25,
29,
201,2.0
33,
16,
9,
23,
26,4.0
196,4.0
35,1.0
26,
17,0.0
8,
25,1.0
37,1.0
28,1.0
27,
195,2.0
202,4.0
29,1.0
19,
29,1.0
40,1.0
28,1.0
34,
25,0.0
32,0.0
45,1.0
20,
31,1.0
182,2.0
19,
189,2.0
24,1.0
267,2.0
35,
12,
24,0.0
51,
168,2.0
185,1.0
7,
34,1.0
43,1.0
38,1.0
30,
41,1.0
14,
24,
18,
32,1.0
153,2.0
171,2.0
159,2.0
13,
40,1.0
26,
36,1.0
18,0.0
38,1.0
43,1.0
61,1.0
30,
38,1.0
44,1.0
175,2.0
47,
12,
16,
52,1.0
53,1.0
41,1.0
62,1.0
22,1.0
38,1.0
26,
31,
7,
31,
34,1.0
21,1.0
24,1.0
15,
44,1.0
34,1.0
48,1.0
7,
18,
152,2.0
160,2.0
36,1.0
49,0.0
34,
39,1.0
33,1.0
27,1.0
15,
31,
29,1.0
0,3.0
19,
30,1.0
48,1.0
22,1.0
24,0.0
48,1.0
25,1.0
137,2.0
24,1.0
137,2.0
43,1.0
22,
38,1.0
13,
158,2.0
9,
51,1.0
35,0.0
50,1.0
31,1.0
44,1.0
18,
39,1.0
143,
13,
14,
49,1.0
30,4.0
30,1.0
22,
22,0.0
195,2.0
56,1.0
173,2.0
243,4.0
35,1.0
28,
250,2.0
20,1.0
52,1.0
50,1.0
36,1.0
42,1.0
43,4.0
13,
4,
44,1.0
29,
22,0.0
29,
45,1.0
30,1.0
179,2.0
35,0.0
48,1.0
22,
23,
20,1.0
7,
29,0.0
14,
33,1.0
189,2.0
51,1.0
250,2.0
29,1.0
39,1.0
24,1.0
0,3.0
31,4.0
19,1.0
19,0.0
32,1.0
15,
30,
0,3.0
34,4.0
0,3.0
39,1.0
239,2.0
41,1.0
21,0.0
6,
17,
37,1.0
6,0.0
19,1.0
53,1.0
36,1.0
18,
35,1.0
40,0.0
125,2.0
27,
66,4.0
15,
248,2.0
265,2.0
45,1.0
39,1.0
155,2.0
20,
27,1.0
127,2.0
25,
32,1.0
14,
24,1.0
23,1.0
180,4.0
186,2.0
19,
117,2.0
188,2.0
26,
46,1.0
20,1.0
58,1.0
149,2.0
45,4.0
46,
45,1.0
25,4.0
39,1.0
36,
221,4.0
159,4.0
22,
51,4.0
43,1.0
48,1.0
27,0.0
212,2.0
16,
50,1.0
22,1.0
47,1.0
30,1.0
39,1.0
49,1.0
27,1.0
85,
54,1.0
37,
41,4.0
189,2.0
214,2.0
43,
21,
187,2.0
219,2.0
40,1.0
31,1.0
30,1.0
255,2.0
40,4.0
11,
39,0.0
28,1.0
0,3.0
49,1.0
51,1.0
40,1.0
24,1.0
59,1.0
27,1.0
19,
0,3.0
44,1.0
22,0.0
18,0.0
48,2.0
30,1.0
37,1.0
161,1.0
22,1.0
210,4.0
46,4.0
8,
35,1.0
51,1.0
29,1.0
21,1.0
16,
25,0.0
47,1.0
31,1.0
39,1.0
40,1.0
240,4.0
28,
39,4.0
23,0.0
48,
30,1.0
29,
0,3.0
14,
23,
71,1.0
13,
35,
41,1.0
51,4.0
57,1.0
29,
189,2.0
31,1.0
34,0.0
20,
18,
219,4.0
31,1.0
80,4.0
59,1.0
167,2.0
24,0.0
26,1.0
48,1.0
37,1.0
207,2.0
241,2.0
5,
48,
48,1.0
26,
115,4.0
32,
35,4.0
19,
23,
41,1.0
38,1.0
56,1.0
234,2.0
200,2.0
65,1.0
255,2.0
12,
33,0.0
183,2.0
141,1.0
37,
120,2.0
46,1.0
205,1.0
44,4.0
38,1.0
53,1.0
33,1.0
205,2.0
147,4.0
207,2.0
17,
194,4.0
23,
24,
47,1.0
56,1.0
38,4.0
223,2.0
44,1.0
49,1.0
26,0.0
30,1.0
158,2.0
119,
20,
22,
31,1.0
36,1.0
51,1.0
217,2.0
78,4.0
25,4.0
210,2.0
37,1.0
44,1.0
214,2.0
133,2.0
37,1.0
39,1.0
34,1.0
31,1.0
212,2.0
50,1.0
36,
41,
189,2.0
225,2.0
0,3.0
23,0.0
251,2.0
40,1.0
14,0.0
59,1.0
131,2.0
19,
18,0.0
143,2.0
180,2.0
31,0.0
22,0.0
167,4.0
222,4.0
22,
30,0.0
34,1.0
37,4.0
181,2.0
33,
71,4.0
16,
45,1.0
22,1.0
36,1.0
6,
56,1.0
50,1.0
18,0.0
4,0.0
38,1.0
50,1.0
43,1.0
31,
45,
47,
44,4.0
43,1.0
38,
25,
28,
45,4.0
84,
15,
53,1.0
7,1.0
70,1.0
0,3.0
48,
159,2.0
208,2.0
168,2.0
70,4.0
23,
62,1.0
26,
49,1.0
36,4.0
31,
19,
52,1.0
187,4.0
42,1.0
64,1.0
46,4.0
33,1.0
34,1.0
33,1.0
246,4.0
182,2.0
46,
174,4.0
66,4.0
152,4.0
21,
37,1.0
52,0.0
67,1.0
15,
58,
40,1.0
36,1.0
41,1.0
50,1.0
69,4.0
49,1.0
34,1.0
59,1.0
33,4.0
41,1.0
14,
56,4.0
150,2.0
164,2.0
34,
96,
224,2.0
206,2.0
71,1.0
40,1.0
6,
245,4.0
17,
48,1.0
27,4.0
51,1.0
46,4.0
59,1.0
60,
52,1.0
44,1.0
51,1.0
55,1.0
34,
63,4.0
54,1.0
37,1.0
50,1.0
77,4.0
37,1.0
237,4.0
175,4.0
30,0.0
37,1.0
30,0.0
67,1.0
30,1.0
48,0.0
63,1.0
138,4.0
47,1.0
44,4.0
0,3.0
42,0.0
15,
85,4.0
0,3.0
66,1.0
44,4.0
168,2.0
180,4.0
44,1.0
47,1.0
35,1.0
68,4.0
42,1.0
166,4.0
50,1.0
62,4.0
42,1.0
0,3.0
171,2.0
51,4.0
25,1.0
33,1.0
0,3.0
37,0.0
81,1.0
30,1.0
34,
50,1.0
41,
41,4.0
24,1.0
26,1.0
62,4.0
0,3.0
254,2.0
199,2.0
56,1.0
25,
60,1.0
5,
172,4.0
58,1.0
0,3.0
54,1.0
22,1.0
54,4.0
45,1.0
34,
216,4.0
28,
37,1.0
1,
32,
167,4.0
42,
68,4.0
68,1.0
72,4.0
190,4.0
43,1.0
52,1.0
51,1.0
50,1.0
33,
57,1.0
41,1.0
26,
22,
37,
206,4.0
172,2.0
52,4.0
13,
31,1.0
187,2.0
48,1.0
27,
63,1.0
71,1.0
54,1.0
50,4.0
46,4.0
31,4.0
41,1.0
31,1.0
54,4.0
39,1.0
64,1.0
25,1.0
41,4.0
30,
51,1.0
49,1.0
33,1.0
33,1.0
23,
29,1.0
20,0.0
38,1.0
25,
34,1.0
27,1.0
55,1.0
43,4.0
47,1.0
33,1.0
43,
30,1.0
32,1.0
37,
36,1.0
53,1.0
0,3.0
43,
63,1.0
55,1.0
31,0.0
33,1.0
174,2.0
132,1.0
197,4.0
1,
51,1.0
26,1.0
55,1.0
51,1.0
204,2.0
30,1.0
27,1.0
27,1.0
62,1.0
72,1.0
199,1.0
52,4.0
16,
52,1.0
30,1.0
54,1.0
6,
44,1.0
134,4.0
32,1.0
228,2.0
0,3.0
21,1.0
51,4.0
35,1.0
56,
223,2.0
65,1.0
161,4.0
38,1.0
46,4.0
39,4.0
26,
29,
181,2.0
57,1.0
59,1.0
55,1.0
155,2.0
205,2.0
151,2.0
38,
39,1.0
21,
50,1.0
84,2.0
37,1.0
59,4.0
36,1.0
30,1.0
30,0.0
40,1.0
146,
32,0.0
39,
63,1.0
41,1.0
58,2.0
50,1.0
26,4.0
33,
31,
57,
40,4.0
26,1.0
65,4.0
59,1.0
42,
54,1.0
84,1.0
47,1.0
41,1.0
26,
48,1.0
68,4.0
56,2.0
63,1.0
47,4.0
61,1.0
204,2.0
200,2.0
137,2.0
64,1.0
0,3.0
252,2.0
4,
15,
172,4.0
49,1.0
146,2.0
51,1.0
35,1.0
163,1.0
86,1.0
162,4.0
0,3.0
67,4.0
45,
196,2.0
36,
71,1.0
61,1.0
47,
46,2.0
230,2.0
36,4.0
45,1.0
167,2.0
74,1.0
54,1.0
28,1.0
65,4.0
53,1.0
257,2.0
22,
77,1.0
43,1.0
142,4.0
61,1.0
194,2.0
258,2.0
34,
22,
12,
0,3.0
35,4.0
62,4.0
224,2.0
74,1.0
48,
232,2.0
232,4.0
207,2.0
37,1.0
169,2.0
30,1.0
66,1.0
41,4.0
159,1.0
195,4.0
51,
261,4.0
56,1.0
225,2.0
33,2.0
161,2.0
0,3.0
71,4.0
46,1.0
49,1.0
23,
54,4.0
80,1.0
47,1.0
37,
53,1.0
218,4.0
46,4.0
75,1.0
191,2.0
234,4.0
41,1.0
53,1.0
170,2.0
230,2.0
158,2.0
142,2.0
288,2.0
66,
28,
144,2.0
32,1.0
50,1.0
52,1.0
56,1.0
64,1.0
95,4.0
46,1.0
46,1.0
27,2.0
38,4.0
66,1.0
42,2.0
59,2.0
0,3.0
75,1.0
48,1.0
180,4.0
48,1.0
188,2.0
46,4.0
154,2.0
148,2.0
24,0.0
44,1.0
57,1.0
233,4.0
51,1.0
56,2.0
159,2.0
131,2.0
160,2.0
64,1.0
44,1.0
147,2.0
52,1.0
62,1.0
45,1.0
52,4.0
196,1.0
37,
70,1.0
39,2.0
188,2.0
154,2.0
3,
72,1.0
72,2.0
0,3.0
0,3.0
87,
47,1.0
49,1.0
189,4.0
62,
202,2.0
54,
148,2.0
52,4.0
273,2.0
33,
61,4.0
40,1.0
42,1.0
33,1.0
51,4.0
138,2.0
44,
79,1.0
55,4.0
40,1.0
68,1.0
55,4.0
148,2.0
154,4.0
37,1.0
243,2.0
31,4.0
126,1.0
198,2.0
190,1.0
46,4.0
168,4.0
38,4.0
62,4.0
53,0.0
41,1.0
232,2.0
63,4.0
265,2.0
41,4.0
192,4.0
85,1.0
195,2.0
31,
212,1.0
178,2.0
198,2.0
132,4.0
27,
68,1.0
12,
65,1.0
100,2.0
42,1.0
40,0.0
199,4.0
33,
60,1.0
0,3.0
196,2.0
16,
41,1.0
173,1.0
38,4.0
167,2.0
161,
49,1.0
53,1.0
180,4.0
165,2.0
208,2.0
15,
134,4.0
204,2.0
44,1.0
190,2.0
20,1.0
201,
51,1.0
0,3.0
45,1.0
180,1.0
189,1.0
33,
71,1.0
198,2.0
0,3.0
54,4.0
134,2.0
62,4.0
245,2.0
0,3.0
222,4.0
66,1.0
195,2.0
0,3.0
33,1.0
150,2.0
60,1.0
222,2.0
27,1.0
0,3.0
175,4.0
67,1.0
56,4.0
159,2.0
0,3.0
228,2.0
160,2.0
41,1.0
177,2.0
34,1.0
47,
53,4.0
41,
25,
79,1.0
253,4.0
52,
0,3.0
239,2.0
80,4.0
28,2.0
178,2.0
27,
158,2.0
61,1.0
171,4.0
0,3.0
109,1.0
45,1.0
145,4.0
49,1.0
259,2.0
212,2.0
54,1.0
64,1.0
0,3.0
44,1.0
58,1.0
55,1.0
52,1.0
55,1.0
126,2.0
199,4.0
54,1.0
0,3.0
33,1.0
47,1.0
65,
212,2.0
206,2.0
60,1.0
209,2.0
44,1.0
52,2.0
62,1.0
207,4.0
39,1.0
169,2.0
0,3.0
216,2.0
9,
18,0.0
239,4.0
194,1.0
85,1.0
34,
23,
52,1.0
27,
54,1.0
30,1.0
49,1.0
219,2.0
183,2.0
46,4.0
44,1.0
198,2.0
39,1.0
44,1.0
145,2.0
27,1.0
52,1.0
52,1.0
48,1.0
64,1.0
65,1.0
153,2.0
51,2.0
89,1.0
44,1.0
179,2.0
217,2.0
32,2.0
54,1.0
245,2.0
222,2.0
78,1.0
171,4.0
46,2.0
41,2.0
0,3.0
143,2.0
49,1.0
69,1.0
182,1.0
194,2.0
136,4.0
230,2.0
130,1.0
230,2.0
214,4.0
18,1.0
190,2.0
163,4.0
0,3.0
191,2.0
72,2.0
31,
58,2.0
61,1.0
35,
96,1.0
73,1.0
32,
30,0.0
244,2.0
184,4.0
115,
50,1.0
0,3.0
62,2.0
48,2.0
55,4.0
220,2.0
47,1.0
57,2.0
262,2.0
147,2.0
34,1.0
63,4.0
138,2.0
176,2.0
58,2.0
28,
0,3.0
49,4.0
22,
41,
55,1.0
185,2.0
188,4.0
54,1.0
60,4.0
144,2.0
41,1.0
62,4.0
207,2.0
39,1.0
66,1.0
61,4.0
84,1.0
15,
31,2.0
233,4.0
47,1.0
43,1.0
41,1.0
159,
245,2.0
195,2.0
45,2.0
115,2.0
70,1.0
59,2.0
154,2.0
178,2.0
62,1.0
53,2.0
45,2.0
51,2.0
52,2.0
20,
50,1.0
53,
44,2.0
255,2.0
19,
70,4.0
149,2.0
152,2.0
43,
205,2.0
196,2.0
159,2.0
154,1.0
26,2.0
60,4.0
75,1.0
74,4.0
184,1.0
29,
70,2.0
81,4.0
68,4.0
43,1.0
55,2.0
48,1.0
40,4.0
183,2.0
168,2.0
167,2.0
38,
212,2.0
106,2.0
0,3.0
147,1.0
39,2.0
138,4.0
147,1.0
45,
58,2.0
122,1.0
59,4.0
138,2.0
0,3.0
52,1.0
105,
46,1.0
48,4.0
53,1.0
230,2.0
211,2.0
73,4.0
53,2.0
36,2.0
174,4.0
248,2.0
66,2.0
39,
141,2.0
45,2.0
30,
44,1.0
74,
40,
61,4.0
151,1.0
45,1.0
142,2.0
239,4.0
67,1.0
78,1.0
57,1.0
40,1.0
61,1.0
22,
150,2.0
52,4.0
79,
76,2.0
45,2.0
48,
239,2.0
110,
35,1.0
73,1.0
77,1.0
68,2.0
76,1.0
210,2.0
171,2.0
44,1.0
155,4.0
101,4.0
52,1.0
65,2.0
36,2.0
46,1.0
31,2.0
48,2.0
39,2.0
147,4.0
51,1.0
22,
51,
35,1.0
181,2.0
251,2.0
185,2.0
39,2.0
49,1.0
30,2.0
54,1.0
213,4.0
71,1.0
78,1.0
169,2.0
117,2.0
0,3.0
0,3.0
27,
62,1.0
41,0.0
151,
64,1.0
71,1.0
42,4.0
38,
265,2.0
44,4.0
23,1.0
50,1.0
45,4.0
60,1.0
36,1.0
31,1.0
68,4.0
0,3.0
45,
22,
36,
0,3.0
48,1.0
183,4.0
117,1.0
24,
33,
59,4.0
214,2.0
172,2.0
61,2.0
64,1.0
94,4.0
61,1.0
0,3.0
84,
44,2.0
148,2.0
207,2.0
0,3.0
28,1.0
20,
113,2.0
67,2.0
0,3.0
248,4.0
44,1.0
285,2.0
49,1.0
148,4.0
54,1.0
0,3.0
36,1.0
37,1.0
26,2.0
0,3.0
260,2.0
189,2.0
174,4.0
41,
45,2.0
155,1.0
0,3.0
41,
66,1.0
306,2.0
71,2.0
47,2.0
66,2.0
210,4.0
249,2.0
38,
247,2.0
66,1.0
182,2.0
54,4.0
194,2.0
63,4.0
186,2.0
55,1.0
59,1.0
216,2.0
202,2.0
70,2.0
195,2.0
173,2.0
65,1.0
78,1.0
0,3.0
31,1.0
57,4.0
73,1.0
128,2.0
174,4.0
155,2.0
51,1.0
219,2.0
279,2.0
29,
0,3.0
226,2.0
49,4.0
73,2.0
60,4.0
226,2.0
20,2.0
135,2.0
135,4.0
68,1.0
204,2.0
206,2.0
236,4.0
192,4.0
183,4.0
43,
212,2.0
45,4.0
59,1.0
217,2.0
195,1.0
46,2.0
192,4.0
168,2.0
81,4.0
218,4.0
255,4.0
64,
54,
88,1.0
72,1.0
179,2.0
39,1.0
140,0.0
26,
141,2.0
46,1.0
46,4.0
36,4.0
98,4.0
182,4.0
24,
73,2.0
42,2.0
192,2.0
75,1.0
249,4.0
77,1.0
29,1.0
31,
88,1.0
43,4.0
71,2.0
208,4.0
72,4.0
76,1.0
132,2.0
86,1.0
79,4.0
35,
215,2.0
68,4.0
219,2.0
71,1.0
48,
46,4.0
29,
31,4.0
78,1.0
71,1.0
214,2.0
163,2.0
161,2.0
11,
57,1.0
47,
68,2.0
190,2.0
41,2.0
51,1.0
36,2.0
31,2.0
77,4.0
220,4.0
52,2.0
41,1.0
165,2.0
93,
208,2.0
194,4.0
153,2.0
46,1.0
77,1.0
55,
79,1.0
77,2.0
208,2.0
60,1.0
76,4.0
185,2.0
48,4.0
68,1.0
34,
37,2.0
70,2.0
58,2.0
76,1.0
81,2.0
70,2.0
194,1.0
85,1.0
40,
69,2.0
44,4.0
189,2.0
230,2.0
64,2.0
75,4.0
58,1.0
60,4.0
39,1.0
74,1.0
44,2.0
186,2.0
47,4.0
113,4.0
59,2.0
206,2.0
113,2.0
87,1.0
66,4.0
16,
36,4.0
166,4.0
174,2.0
46,
229,4.0
72,4.0
51,1.0
57,
189,2.0
225,4.0
56,1.0
67,2.0
48,4.0
46,4.0
184,2.0
38,2.0
231,2.0
283,2.0
157,2.0
128,1.0
56,1.0
51,2.0
